##################################################################
#   Gamma1 gamma1, Gamma2 gamma2, Gamma gamma, Coef.             #
#   Gamma1: vibronic state                                       #
#   Gamma2: IR active modes (t1u, gu, hu)                        #
#   Coef.: coefficients                                          #
#   |Gamma, gamma> = Sum |Gamma1, gamma1, Gamma2, gamma2> Coef.  #
##################################################################

h	η	h	ξ	2 g	z	-Sqrt[3/10]
h	θ	h	ζ	2 g	z	-1/(2*Sqrt[2])
h	ξ	h	η	2 g	z	Sqrt[3/10]
h	θ	h	θ	1 h	θ	Sqrt[5]/16      
h	ϵ	h	ϵ	1 h	θ	-Sqrt[5]/16      
h	θ	h	ϵ	1 h	θ	3*Sqrt[3]/16      
h	ϵ	h	θ	1 h	θ	3*Sqrt[3]/16      
h	ξ	h	ξ	1 h	θ	-3/8 + Sqrt[5]/8
h	η	h	η	1 h	θ	3/8 + Sqrt[5]/8
h	ζ	h	ζ	1 h	θ	-Sqrt[5]/4
h	θ	h	θ	1 h	ϵ	3*Sqrt[3]/16
h	ϵ	h	ϵ	1 h	ϵ	-3*Sqrt[3]/16
h	θ	h	ϵ	1 h	ϵ	-Sqrt[5]/16      
h	ϵ	h	θ	1 h	ϵ	-Sqrt[5]/16      
h	ξ	h	ξ	1 h	ϵ	-Sqrt[3]/8 - Sqrt[15]/8
h	η	h	η	1 h	ϵ	-Sqrt[3]/8 + Sqrt[15]/8
h	ζ	h	ζ	1 h	ϵ	Sqrt[3]/4
h	θ	h	ξ	1 h	ξ	-3/8 + Sqrt[5]/8
h	ξ	h	θ	1 h	ξ	-3/8 + Sqrt[5]/8
h	ϵ	h	ξ	1 h 	ξ	-Sqrt[3]/8 - Sqrt[15]/8 
h	ξ	h	ϵ	1 h 	ξ	-Sqrt[3]/8 - Sqrt[15]/8 
h	θ	h	η	1 h	η	3/8 + Sqrt[5]/8
h	η	h	θ	1 h	η	3/8 + Sqrt[5]/8
h	ϵ	h	η	1 h 	η	-Sqrt[3]/8 + Sqrt[15]/8 
h	η	h	ϵ	1 h 	η	-Sqrt[3]/8 + Sqrt[15]/8 
h	θ	h	ζ	1 h	ζ	-Sqrt[5]/4
h	ζ	h	θ	1 h	ζ	-Sqrt[5]/4
h	ϵ	h	ζ	1 h 	ζ	Sqrt[3]/4
h	ζ	h	ϵ	1 h 	ζ	Sqrt[3]/4
h	θ	h	θ	2 h	θ	9/16
h	ϵ	h	ϵ	2 h	θ	-9/16
h	θ	h	ϵ	2 h	θ	-Sqrt[15]/16
h	ϵ	h	θ	2 h	θ	-Sqrt[15]/16
h	ξ	h	ξ	2 h	θ	1/8 + Sqrt[5]/8
h	η	h	η	2 h	θ	1/8 - Sqrt[5]/8
h	ζ	h	ζ	2 h	θ	-1/4
h	θ	h	θ	2 h	ϵ	-Sqrt[15]/16
h	ϵ	h	ϵ	2 h	ϵ	Sqrt[15]/16
h	θ	h	ϵ	2 h	ϵ	-9/16
h	ϵ	h	θ	2 h	ϵ	-9/16
h	ξ	h	ξ	2 h	ϵ	-Sqrt[3]/8 + Sqrt[5/3]/8
h	η	h	η	2 h	ϵ	Sqrt[3]/8 + Sqrt[5/3]/8
h	ζ	h	ζ	2 h	ϵ	-Sqrt[5/3]/4
h	θ	h	ξ	2 h	ξ	1/8 + Sqrt[5]/8
h	ξ	h	θ	2 h	ξ	1/8 + Sqrt[5]/8
h	ϵ	h	ξ	2 h 	ξ	-Sqrt[3]/8 + Sqrt[5/3]/8
h	ξ	h	ϵ	2 h 	ξ	-Sqrt[3]/8 + Sqrt[5/3]/8
h	ζ	h	η	2 h 	ξ	1/Sqrt[3]
h	η	h	ζ	2 h 	ξ	1/Sqrt[3]
h	θ	h	η	2 h	η	1/8 - Sqrt[5]/8
h	η	h	θ	2 h	η	1/8 - Sqrt[5]/8
h	ϵ	h	η	2 h 	η	Sqrt[3]/8 + Sqrt[5/3]/8
h	η	h	ϵ	2 h 	η	Sqrt[3]/8 + Sqrt[5/3]/8
h	ζ	h	ξ	2 h 	η	1/Sqrt[3]
h	ξ	h	ζ	2 h 	η	1/Sqrt[3]
h	θ	h	ζ	2 h	ζ	-1/4
h	ζ	h	θ	2 h	ζ	-1/4
h	ϵ	h	ζ	2 h 	ζ	-Sqrt[5/3]/4
h	ζ	h	ϵ	2 h 	ζ	-Sqrt[5/3]/4
h	ξ	h	η	2 h 	ζ	1/Sqrt[3]
h	η	h	ξ	2 h 	ζ	1/Sqrt[3]
